model,f1,recall
gru_meth_path,0.9430743669027161,0.9869281045751634
lstm_meth_path,0.9457367767548236,0.9834678969627068
fasttext_meth_path,0.971429,0.972540
svm_meth_path_200,0.8908208549845439,0.9081122645136485
rf_meth_path_200,0.9020273856503019,0.9061899269511726
lr_meth_path_200,0.8792182161723883,0.9081122645136485
