,param,value,evaluation
39,205,0.9746414004811111,train f1
40,210,0.9746414004811111,train f1
41,215,0.9746414004811111,train f1
42,220,0.9746414004811111,train f1
43,225,0.9746414004811111,train f1
44,230,0.9746414004811111,train f1
45,235,0.9746414004811111,train f1
46,240,0.9746414004811111,train f1
47,245,0.974631490053678,train f1
48,250,0.974631490053678,train f1
49,255,0.9746414004811111,train f1
50,260,0.9746414004811111,train f1
51,265,0.9746414004811111,train f1
52,270,0.9746414004811111,train f1
53,275,0.9746414004811111,train f1
54,280,0.9746414004811111,train f1
55,285,0.9746414004811111,train f1
56,290,0.9746414004811111,train f1
57,295,0.9746414004811111,train f1
58,300,0.9746414004811111,train f1
0,10,0.98000768935025,train recall
1,15,0.9819300269127259,train recall
2,20,0.9821222606689735,train recall
