,param,value,evaluation
26,140,0.8129565551710881,train recall
27,145,0.8129565551710881,train recall
28,150,0.8129565551710881,train recall
29,155,0.8129565551710881,train recall
30,160,0.8129565551710881,train recall
31,165,0.8129565551710881,train recall
32,170,0.8129565551710881,train recall
33,175,0.8129565551710881,train recall
34,180,0.8129565551710881,train recall
35,185,0.8129565551710881,train recall
36,190,0.8129565551710881,train recall
37,195,0.8129565551710881,train recall
38,200,0.8129565551710881,train recall
39,205,0.8141099577085736,train recall
40,210,0.8141099577085736,train recall
41,215,0.8141099577085736,train recall
42,220,0.8141099577085736,train recall
43,225,0.8141099577085736,train recall
44,230,0.8141099577085736,train recall
45,235,0.8141099577085736,train recall
46,240,0.8141099577085736,train recall
47,245,0.8141099577085736,train recall
48,250,0.8141099577085736,train recall
49,255,0.8141099577085736,train recall
50,260,0.8141099577085736,train recall
51,265,0.8141099577085736,train recall
52,270,0.8141099577085736,train recall
53,275,0.8141099577085736,train recall
54,280,0.8141099577085736,train recall
55,285,0.8141099577085736,train recall
56,290,0.8141099577085736,train recall
57,295,0.8141099577085736,train recall
58,300,0.8141099577085736,train recall
