,param,value,evaluation
0,10,0.513153801108673,valid f1
1,15,0.513153801108673,valid f1
2,20,0.513153801108673,valid f1
3,25,0.513153801108673,valid f1
4,30,0.513153801108673,valid f1
5,35,0.513153801108673,valid f1
6,40,0.513153801108673,valid f1
7,45,0.513153801108673,valid f1
8,50,0.513153801108673,valid f1
9,55,0.513153801108673,valid f1
10,60,0.513153801108673,valid f1
11,65,0.513153801108673,valid f1
12,70,0.513153801108673,valid f1
13,75,0.513153801108673,valid f1
14,80,0.513153801108673,valid f1
15,85,0.513153801108673,valid f1
16,90,0.513153801108673,valid f1
17,95,0.513153801108673,valid f1
18,100,0.513153801108673,valid f1
19,105,0.513153801108673,valid f1
20,110,0.513153801108673,valid f1
21,115,0.513153801108673,valid f1
22,120,0.513153801108673,valid f1
23,125,0.513153801108673,valid f1
24,130,0.513153801108673,valid f1
25,135,0.513153801108673,valid f1
26,140,0.513153801108673,valid f1
27,145,0.513153801108673,valid f1
28,150,0.513153801108673,valid f1
29,155,0.513153801108673,valid f1
30,160,0.513153801108673,valid f1
31,165,0.513153801108673,valid f1
32,170,0.513153801108673,valid f1
33,175,0.513153801108673,valid f1
34,180,0.513153801108673,valid f1
35,185,0.513153801108673,valid f1
36,190,0.513153801108673,valid f1
37,195,0.513153801108673,valid f1
38,200,0.513153801108673,valid f1
39,205,0.513153801108673,valid f1
40,210,0.513153801108673,valid f1
41,215,0.513153801108673,valid f1
42,220,0.513153801108673,valid f1
43,225,0.513153801108673,valid f1
44,230,0.513153801108673,valid f1
45,235,0.513153801108673,valid f1
46,240,0.513153801108673,valid f1
47,245,0.513153801108673,valid f1
48,250,0.513153801108673,valid f1
49,255,0.513153801108673,valid f1
50,260,0.513153801108673,valid f1
51,265,0.513153801108673,valid f1
52,270,0.513153801108673,valid f1
53,275,0.513153801108673,valid f1
54,280,0.513153801108673,valid f1
55,285,0.513153801108673,valid f1
56,290,0.513153801108673,valid f1
57,295,0.513153801108673,valid f1
58,300,0.513153801108673,valid f1
0,10,0.3806228373702422,valid recall
1,15,0.3806228373702422,valid recall
2,20,0.3806228373702422,valid recall
3,25,0.3806228373702422,valid recall
4,30,0.3806228373702422,valid recall
5,35,0.3806228373702422,valid recall
6,40,0.3806228373702422,valid recall
