model,f1,recall
gru_meth_para,0.9294475682449318,0.9646289888504421
lstm_meth_para,0.9292887413557528,0.9646289888504421
fasttext_meth_para,0.944072,0.958002
lr_meth_para_140,0.9286786411747219,0.9634755863129566
rf_meth_para_100,0.9412420045665891,0.9596309111880047
svm_meth_para_300,0.9281649561695685,0.9634755863129566
